-0.765607376,-0.765599538,-0.765611447,-0.76561157,-0.765706732,0.940272863,1.198226525,1.04333884,0.262209139,-0.765706732,-0.765596807,-0.765580555,-0.765599317,-0.76559036,-0.765706732,1.036277225,1.24494526,0.980361066,0.866923499,-0.765706732,-0.765597284,-0.765628517,-0.765607199,-0.765604331,-0.765706732,0.968524898,0.067970821,0.30515186,0.839022337,-0.765706732,-0.765579582,-0.765597307,-0.765590694,-0.765585743,-0.765706732,0.930996862,0.883955713,1.058126298,1.631482731,-0.765706732,-2.471686328,-1.701724118,-0.765706732,-0.765706732,-0.765706732,0.425866821,0.672560064,0.036657802,-0.765706731,1,0,1
-0.765616496,-0.765599081,-0.765634389,-0.765634429,-0.765706732,0.932324982,1.421844527,0.54434624,0.197407137,-0.765706732,-0.765597287,-0.765589144,-0.765582104,-0.765596733,-0.765706732,0.319607707,1.049576996,1.568145782,1.296883836,-0.765706732,-0.765609566,-0.765597175,-0.765563379,-0.765574098,-0.765706732,1.251326737,0.504284064,1.638778489,1.991852555,-0.765706732,-0.765581484,-0.765589735,-0.765536742,-0.765592161,-0.765706732,1.679038887,1.188020227,1.142457548,1.071055275,-0.765706732,-2.463738447,-1.990144123,-0.765706732,-0.765706732,-0.765706732,0.401920346,0.693701518,0.613072911,-0.76570673,1,0,1
-0.765590314,-0.765566965,-0.765645903,-0.765621465,-0.765706732,0.815593609,1.463400144,0.045435572,0.542447622,-0.765706732,-0.765564307,-0.765564293,-0.765567521,-0.765595414,-0.765706732,1.302715519,1.473586025,2.259645486,1.324484254,-0.765706732,-0.765603957,-0.765594567,-0.765522734,-0.765529493,-0.765706732,0.870199224,0.681732036,1.72478475,1.288571228,-0.765706732,-0.765560744,-0.7655803,-0.76557199,-0.765572016,-0.765706732,2.077021268,1.2517847,1.537781236,1.474954982,-0.765706732,-2.347007074,-1.686659255,-0.765706732,-0.765706732,-0.765706732,0.304681103,1.11894491,0.261432248,-0.76570673,1,0,1
-0.765601312,-0.7656313,-0.765571766,-0.765633654,-0.765706732,1.322463019,0.323982894,1.094683891,0.066208567,-0.765706732,-0.765538626,-0.765590856,-0.76559531,-0.76559589,-0.765706732,1.184544863,1.355283696,1.087738637,1.453313217,-0.765706732,-0.765593431,-0.765611884,-0.7655385,-0.765592804,-0.765706732,1.134537025,0.267853457,1.759676824,0.960323196,-0.765706732,-0.765582485,-0.765553865,-0.765577655,-0.765605437,-0.765706732,1.314790545,1.298773052,1.117878537,1.084254605,-0.765706732,-2.853876484,-1.023481059,-0.765706732,-0.765706732,-0.765706732,0.001579679,0.863034736,0.097308232,-0.765706731,1,0,1
-0.765579662,-0.765619106,-0.765577354,-0.765622278,-0.765706732,1.316901782,0.850363221,1.364623363,0.710205353,-0.765706732,-0.765591557,-0.765571711,-0.765566265,-0.765597998,-0.765706732,1.401215615,1.569661871,1.267066696,1.156724107,-0.765706732,-0.765589954,-0.765616139,-0.765606793,-0.765593432,-0.765706732,1.204513868,0.518649428,0.824801322,0.968339547,-0.765706732,-0.765583384,-0.765563366,-0.765530313,-0.765598707,-0.765706732,1.003195086,1.987407409,1.841031174,0.701984827,-0.765706732,-2.848315247,-0.9058646,-0.765706732,-0.765706732,-0.765706732,0.031641872,0.925792311,0.101316407,-0.765706731,1,0,1
-0.765583983,-0.765593288,-0.765601641,-0.765588178,-0.765706732,1.323560489,1.21830763,1.215561685,1.34338726,-0.765706732,-0.765589342,-0.765586087,-0.765580032,-0.765621203,-0.765706732,0.528284159,0.975781744,1.545701939,0.571489232,-0.765706732,-0.765585704,-0.765572326,-0.765584843,-0.765594671,-0.765706732,1.347411814,0.982011234,0.718199083,1.007741876,-0.765706732,-0.765568758,-0.765577533,-0.765601453,-0.765573041,-0.765706732,1.086133073,1.93862415,1.074014688,1.129357189,-0.765706732,-2.854973954,-0.640627102,-0.765706732,-0.765706732,-0.765706732,0.213519117,0.571110069,0.121017572,-0.765706731,1,0,1
-0.765590438,-0.765578724,-0.765600231,-0.765624351,-0.765706732,1.644686552,0.689293283,0.927927616,0.317813334,-0.765706732,-0.765581045,-0.765612404,-0.765575064,-0.765581386,-0.765706732,1.47049177,1.158286734,1.321227904,1.307639528,-0.765706732,-0.765577594,-0.765605939,-0.765606673,-0.765588595,-0.765706732,1.684651023,0.99548985,0.634578528,1.103223959,-0.765706732,-0.76559072,-0.765553785,-0.765566948,-0.765588223,-0.765706732,0.705948426,1.659589552,1.585373426,1.179750243,-0.765706732,-3,-1.137186682,-0.765706732,-0.765706732,-0.765706732,0.403474819,0.898387841,0.168758613,-0.76570673,1,0,1
-0.765604386,-0.765596688,-0.76559262,-0.765618578,-0.765706732,0.695064053,0.482149524,1.197914972,0.475048507,-0.765706732,-0.765590496,-0.765571592,-0.765605301,-0.765575797,-0.765706732,1.389790011,2.16803707,1.222939234,1.701356817,-0.765706732,-0.76561009,-0.765582994,-0.765589217,-0.76555822,-0.765706732,0.691619842,0.503157762,0.986564452,1.217504725,-0.765706732,-0.76558828,-0.76556983,-0.765562609,-0.765604704,-0.765706732,1.276585975,1.640253988,1.966397793,1.170662616,-0.765706732,-2.226477518,-0.772807749,-0.765706732,-0.765706732,-0.765706732,0.33327688,1.14328328,0.225898996,-0.76570673,1,0,1
-0.765615919,-0.765626106,-0.765597798,-0.765604988,-0.765706732,0.379125458,0.374131632,1.393933405,0.934407093,-0.765706732,-0.765565242,-0.765534494,-0.765528957,-0.765572448,-0.765706732,2.022369996,2.158217753,2.010220339,0.904663136,-0.765706732,-0.765592308,-0.765592767,-0.765586185,-0.765600076,-0.765706732,0.975800855,0.792710132,0.62569757,1.098098693,-0.765706732,-0.765556375,-0.76557754,-0.765560363,-0.765560598,-0.765706732,1.375515841,1.23224799,1.288211401,1.45808679,-0.765706732,-1.910538923,-0.205431271,-0.765706732,-0.765706732,-0.765706732,0.124469205,1.265952898,0.16619598,-0.76570673,1,0,1
-0.765645446,-0.765606123,-0.765610156,-0.765593562,-0.765706732,0.073971646,1.116566827,1.233536585,0.904633281,-0.765706732,-0.765551606,-0.765610503,-0.765566814,-0.765556859,-0.765706732,1.307346608,0.738674289,1.59138608,1.280793543,-0.765706732,-0.765567785,-0.765604358,-0.76558458,-0.765562399,-0.765706732,2.7152705,0.616793139,1.539065313,1.400060817,-0.765706732,-0.765583446,-0.765585266,-0.765596654,-0.765582025,-0.765706732,1.465705061,1.34236066,0.981139587,1.171840918,-0.765706732,-1.60538511,-0.977640278,-0.765706732,-0.765706732,-0.765706732,0.996640478,0.830498758,0.317177042,-0.76570673,1,0,1
